Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,temp_diff,power,torque_per_wear
1,298.2,309.0,1694,28.0,5,0,No Failure,10.800000000000011,47432.0,4.666666666666667
0,298.2,309.0,1377,57.8,8,0,No Failure,10.800000000000011,79590.59999999999,6.422222222222222
2,298.3,309.0,1470,38.4,10,0,No Failure,10.699999999999989,56448.0,3.4909090909090907
1,298.3,309.1,1404,47.0,15,0,No Failure,10.800000000000011,65988.0,2.9375
0,298.3,309.1,1593,40.1,18,0,No Failure,10.800000000000011,63879.3,2.110526315789474
1,298.3,309.0,1526,36.9,20,0,No Failure,10.699999999999989,56309.4,1.7571428571428571
1,298.3,308.9,1390,49.7,23,0,No Failure,10.599999999999966,69083.0,2.0708333333333333
0,298.2,308.9,1737,25.5,26,0,No Failure,10.699999999999989,44293.5,0.9444444444444444
0,298.2,308.8,1362,57.3,28,0,No Failure,10.600000000000023,78042.59999999999,1.975862068965517
0,298.2,308.8,1666,31.5,30,0,No Failure,10.600000000000023,52479.0,1.0161290322580645
0,298.2,308.8,1354,60.9,32,0,No Failure,10.600000000000023,82458.59999999999,1.8454545454545455
0,298.2,308.8,1302,60.4,34,0,No Failure,10.600000000000023,78640.8,1.7257142857142858
0,298.2,308.7,1991,20.5,36,0,No Failure,10.5,40815.5,0.5540540540540541
0,298.2,308.6,1353,54.1,38,0,No Failure,10.400000000000034,73197.3,1.3871794871794871
2,298.2,308.7,1520,35.7,40,0,No Failure,10.5,54264.00000000001,0.8707317073170733
0,298.2,308.7,1428,54.9,45,0,No Failure,10.5,78397.2,1.193478260869565
0,298.2,308.7,1605,29.4,47,0,No Failure,10.5,47187.0,0.6124999999999999
0,298.1,308.7,1691,30.3,49,0,No Failure,10.599999999999966,51237.3,0.606
0,298.2,308.7,1447,48.4,51,0,No Failure,10.5,70034.8,0.9307692307692308
2,298.2,308.8,1606,39.9,53,0,No Failure,10.600000000000023,64079.399999999994,0.7388888888888888
1,298.2,308.8,1645,28.2,58,0,No Failure,10.600000000000023,46389.0,0.47796610169491527
2,298.2,308.8,1470,43.3,61,0,No Failure,10.600000000000023,63650.99999999999,0.6983870967741935
0,298.2,308.9,1336,45.0,66,0,No Failure,10.699999999999989,60120.0,0.6716417910447762
1,298.2,308.9,1414,44.3,68,0,No Failure,10.699999999999989,62640.2,0.6420289855072463
1,298.3,309.0,1802,27.5,71,0,No Failure,10.699999999999989,49555.0,0.3819444444444444
0,298.2,308.9,1683,31.7,74,0,No Failure,10.699999999999989,53351.1,0.42266666666666663
1,298.2,309.0,1410,47.6,76,0,No Failure,10.800000000000011,67116.0,0.6181818181818182
0,298.2,308.9,1605,32.0,79,0,No Failure,10.699999999999989,51360.0,0.4
0,298.2,308.9,1709,28.1,81,0,No Failure,10.699999999999989,48022.9,0.3426829268292683
0,298.2,308.9,1444,53.1,83,0,No Failure,10.699999999999989,76676.40000000001,0.6321428571428571
0,298.2,308.9,1367,45.0,85,0,No Failure,10.699999999999989,61515.0,0.5232558139534884
0,298.2,309.0,1418,44.2,87,0,No Failure,10.800000000000011,62675.600000000006,0.5022727272727273
0,298.2,309.0,1353,57.8,89,0,No Failure,10.800000000000011,78203.4,0.6422222222222221
0,298.2,309.0,1643,34.1,91,0,No Failure,10.800000000000011,56026.3,0.3706521739130435
0,298.3,309.1,1437,38.0,93,0,No Failure,10.800000000000011,54606.0,0.40425531914893614
0,298.1,309.0,1437,36.2,95,0,No Failure,10.899999999999977,52019.4,0.3770833333333334
1,298.2,309.0,1413,47.9,97,0,No Failure,10.800000000000011,67682.7,0.4887755102040816
2,298.2,309.0,1524,39.1,100,0,No Failure,10.800000000000011,59588.4,0.38712871287128714
1,298.1,308.9,1479,43.4,105,0,No Failure,10.799999999999955,64188.6,0.4094339622641509
0,298.1,308.9,1313,50.6,108,0,No Failure,10.799999999999955,66437.8,0.46422018348623856
1,298.1,308.9,1335,50.4,110,0,No Failure,10.799999999999955,67284.0,0.454054054054054
0,298.1,308.9,1367,41.9,113,0,No Failure,10.799999999999955,57277.299999999996,0.3675438596491228
1,298.1,308.9,1459,50.3,115,0,No Failure,10.799999999999955,73387.7,0.43362068965517236
1,298.1,308.9,1804,25.1,118,0,No Failure,10.799999999999955,45280.4,0.21092436974789916
0,298.2,309.0,1491,38.3,121,0,No Failure,10.800000000000011,57105.299999999996,0.3139344262295082
0,298.3,309.1,1537,43.0,123,0,No Failure,10.800000000000011,66091.0,0.3467741935483871
2,298.3,309.1,1646,30.2,125,0,No Failure,10.800000000000011,49709.2,0.23968253968253966
1,298.3,309.2,1783,28.3,130,0,No Failure,10.899999999999977,50458.9,0.21603053435114505
0,298.3,309.1,1395,49.8,133,0,No Failure,10.800000000000011,69471.0,0.37164179104477607
0,298.4,309.1,1423,48.0,135,0,No Failure,10.700000000000045,68304.0,0.35294117647058826
0,298.3,309.2,1562,37.6,137,0,No Failure,10.899999999999977,58731.200000000004,0.27246376811594203
0,298.4,309.3,1549,40.8,139,0,No Failure,10.900000000000034,63199.2,0.2914285714285714
0,298.4,309.4,1540,43.2,141,0,No Failure,11.0,66528.0,0.3042253521126761
2,298.5,309.4,1573,33.6,143,0,No Failure,10.899999999999977,52852.8,0.23333333333333334
0,298.5,309.4,1418,45.1,148,0,No Failure,10.899999999999977,63951.8,0.30268456375838926
1,298.5,309.4,1565,33.7,150,0,No Failure,10.899999999999977,52740.50000000001,0.22317880794701989
0,298.5,309.5,1569,41.0,153,0,No Failure,11.0,64329.0,0.2662337662337662
2,298.5,309.4,1417,41.2,155,0,No Failure,10.899999999999977,58380.4,0.2641025641025641
0,298.5,309.5,1480,38.1,160,0,No Failure,11.0,56388.0,0.23664596273291927
0,298.5,309.4,1364,44.5,162,0,No Failure,10.899999999999977,60698.0,0.27300613496932513
0,298.5,309.4,1911,21.5,164,0,No Failure,10.899999999999977,41086.5,0.1303030303030303
0,298.4,309.3,1409,43.1,166,0,No Failure,10.900000000000034,60727.9,0.25808383233532933
0,298.4,309.2,1335,53.5,168,0,No Failure,10.800000000000011,71422.5,0.3165680473372781
1,298.5,309.3,1512,38.1,170,0,No Failure,10.800000000000011,57607.200000000004,0.22280701754385965
0,298.6,309.4,1447,40.2,173,0,No Failure,10.799999999999955,58169.4,0.2310344827586207
0,298.6,309.3,1537,37.6,175,0,No Failure,10.699999999999989,57791.200000000004,0.21363636363636365
1,298.6,309.3,1510,40.8,177,0,No Failure,10.699999999999989,61607.99999999999,0.2292134831460674
0,298.6,309.3,1677,31.2,180,0,No Failure,10.699999999999989,52322.4,0.1723756906077348
0,298.5,309.2,1504,33.7,182,0,No Failure,10.699999999999989,50684.8,0.18415300546448088
2,298.5,309.1,2051,19.0,184,0,No Failure,10.600000000000023,38969.0,0.10270270270270271
0,298.5,309.1,1474,41.3,189,0,No Failure,10.600000000000023,60876.2,0.21736842105263157
1,298.4,309.0,1507,36.1,191,0,No Failure,10.600000000000023,54402.700000000004,0.18802083333333333
0,298.4,308.9,1496,37.9,194,0,No Failure,10.5,56698.4,0.19435897435897434
1,298.5,309.0,1921,22.0,196,0,No Failure,10.5,42262.0,0.1116751269035533
0,298.5,309.0,1450,40.5,199,0,No Failure,10.5,58725.0,0.2025
0,298.4,308.9,1402,44.8,201,0,No Failure,10.5,62809.6,0.22178217821782176
0,298.4,308.9,1501,50.0,203,0,No Failure,10.5,75050.0,0.24509803921568626
0,298.5,308.9,1725,31.9,205,0,No Failure,10.399999999999977,55027.5,0.15485436893203883
2,298.5,308.9,1500,40.3,207,0,No Failure,10.399999999999977,60449.99999999999,0.19374999999999998
2,298.5,309.0,1531,30.8,212,0,No Failure,10.5,47154.8,0.14460093896713616
0,298.5,309.0,1458,44.8,217,0,No Failure,10.5,65318.399999999994,0.2055045871559633
2,298.4,308.9,1577,37.1,0,0,No Failure,10.5,58506.700000000004,37.1
1,298.3,308.9,1363,46.1,5,0,No Failure,10.599999999999966,62834.3,7.683333333333334
2,298.3,308.9,1706,31.8,8,0,No Failure,10.599999999999966,54250.8,3.533333333333333
1,298.3,308.8,1391,50.4,13,0,No Failure,10.5,70106.4,3.6
0,298.2,308.8,1616,33.7,16,0,No Failure,10.600000000000023,54459.200000000004,1.9823529411764707
0,298.2,308.8,1442,47.0,18,0,No Failure,10.600000000000023,67774.0,2.473684210526316
1,298.2,308.8,1626,40.4,20,0,No Failure,10.600000000000023,65690.4,1.9238095238095236
1,298.2,308.7,1426,42.6,23,0,No Failure,10.5,60747.6,1.7750000000000001
0,298.2,308.7,1436,49.1,26,0,No Failure,10.5,70507.6,1.8185185185185186
1,298.2,308.7,1599,36.2,28,0,No Failure,10.5,57883.8,1.2482758620689656
0,298.2,308.7,2186,17.8,31,0,No Failure,10.5,38910.8,0.55625
0,298.3,308.8,1645,30.4,33,0,No Failure,10.5,50008.0,0.8941176470588235
0,298.2,308.7,1780,27.9,35,0,No Failure,10.5,49662.0,0.7749999999999999
0,298.2,308.8,1345,44.3,37,0,No Failure,10.600000000000023,59583.49999999999,1.1657894736842105
1,298.2,308.8,1607,31.9,39,0,No Failure,10.600000000000023,51263.299999999996,0.7975
0,298.3,308.9,1708,28.0,42,0,No Failure,10.599999999999966,47824.0,0.6511627906976745
0,298.3,308.9,1270,52.7,44,0,No Failure,10.599999999999966,66929.0,1.1711111111111112
1,298.3,308.9,1646,25.4,46,0,No Failure,10.599999999999966,41808.399999999994,0.5404255319148936
0,298.2,308.7,1407,45.1,49,0,No Failure,10.5,63455.700000000004,0.902
1,298.1,308.7,1581,47.4,51,0,No Failure,10.599999999999966,74939.4,0.9115384615384615
0,298.0,308.6,1532,42.6,54,0,No Failure,10.600000000000023,65263.200000000004,0.7745454545454545
0,298.0,308.6,1610,33.1,56,0,No Failure,10.600000000000023,53291.0,0.5807017543859649
1,298.0,308.5,1682,33.0,58,0,No Failure,10.5,55506.0,0.559322033898305
0,297.9,308.5,1519,34.3,61,0,No Failure,10.600000000000023,52101.7,0.5532258064516129
0,297.9,308.5,1683,28.5,63,0,No Failure,10.600000000000023,47965.5,0.4453125
1,298.0,308.6,1254,55.8,65,0,No Failure,10.600000000000023,69973.2,0.8454545454545455
0,298.0,308.5,1461,48.0,68,0,No Failure,10.5,70128.0,0.6956521739130435
0,297.9,308.5,1472,45.1,70,0,No Failure,10.600000000000023,66387.2,0.6352112676056338
0,297.7,308.4,1510,38.6,72,0,No Failure,10.699999999999989,58286.0,0.5287671232876713
1,297.7,308.3,1547,36.8,74,0,No Failure,10.600000000000023,56929.6,0.49066666666666664
2,297.7,308.4,1418,51.9,77,0,No Failure,10.699999999999989,73594.2,0.6653846153846154
0,297.7,308.4,1289,51.3,82,0,No Failure,10.699999999999989,66125.7,0.6180722891566265
0,297.7,308.4,1487,41.4,84,0,No Failure,10.699999999999989,61561.799999999996,0.48705882352941177
0,297.7,308.5,1453,45.5,86,0,No Failure,10.800000000000011,66111.5,0.5229885057471264
1,297.8,308.5,1466,44.7,88,0,No Failure,10.699999999999989,65530.200000000004,0.5022471910112359
2,297.7,308.4,1288,49.5,91,0,No Failure,10.699999999999989,63756.0,0.5380434782608695
2,297.7,308.4,1738,27.7,96,0,No Failure,10.699999999999989,48142.6,0.28556701030927834
2,297.7,308.3,1488,41.0,101,0,No Failure,10.600000000000023,61008.0,0.4019607843137255
0,297.6,308.3,1816,28.8,106,0,No Failure,10.699999999999989,52300.8,0.2691588785046729
0,297.5,308.2,1419,48.5,108,0,No Failure,10.699999999999989,68821.5,0.44495412844036697
0,297.4,308.1,1435,45.7,110,0,No Failure,10.700000000000045,65579.5,0.4117117117117117
1,297.5,308.1,1480,42.4,112,0,No Failure,10.600000000000023,62752.0,0.3752212389380531
0,297.5,308.2,1610,33.6,115,0,No Failure,10.699999999999989,54096.0,0.2896551724137931
2,297.5,308.1,1548,38.2,117,0,No Failure,10.600000000000023,59133.600000000006,0.32372881355932204
1,297.6,308.1,1379,57.4,122,0,No Failure,10.5,79154.59999999999,0.4666666666666667
1,297.5,308.1,1907,23.5,125,0,No Failure,10.600000000000023,44814.5,0.1865079365079365
1,297.5,308.0,2033,16.7,128,0,No Failure,10.5,33951.1,0.12945736434108526
2,297.4,307.9,1390,52.0,131,0,No Failure,10.5,72280.0,0.3939393939393939
1,297.5,307.9,1544,37.9,136,0,No Failure,10.399999999999977,58517.6,0.27664233576642333
0,297.6,308.0,1258,57.4,139,0,No Failure,10.399999999999977,72209.2,0.41
1,297.5,308.0,1560,39.0,141,0,No Failure,10.5,60840.0,0.2746478873239437
2,297.6,308.2,2071,18.5,144,0,No Failure,10.599999999999966,38313.5,0.12758620689655173
0,297.6,308.1,1437,46.3,149,0,No Failure,10.5,66533.09999999999,0.30866666666666664
2,297.7,308.2,1489,43.0,151,0,No Failure,10.5,64027.0,0.28289473684210525
0,297.7,308.2,1334,53.0,156,0,No Failure,10.5,70702.0,0.3375796178343949
0,297.7,308.2,1500,39.9,158,0,No Failure,10.5,59850.0,0.2509433962264151
0,297.8,308.3,1498,47.3,160,0,No Failure,10.5,70855.4,0.2937888198757764
1,297.7,308.2,1370,53.4,162,0,No Failure,10.5,73158.0,0.3276073619631902
2,297.7,308.2,1526,40.1,165,0,No Failure,10.5,61192.6,0.24156626506024098
0,297.8,308.3,1477,44.8,170,0,No Failure,10.5,66169.59999999999,0.2619883040935672
0,297.7,308.2,1446,43.9,172,0,No Failure,10.5,63479.4,0.253757225433526
1,297.7,308.2,1720,25.6,174,0,No Failure,10.5,44032.0,0.1462857142857143
0,297.7,308.1,1734,30.7,177,0,No Failure,10.400000000000034,53233.799999999996,0.17247191011235954
0,297.7,308.1,1697,29.1,179,0,No Failure,10.400000000000034,49382.700000000004,0.16166666666666668
0,297.7,308.2,2007,19.3,181,0,No Failure,10.5,38735.1,0.10604395604395604
1,297.7,308.1,1469,48.8,183,0,No Failure,10.400000000000034,71687.2,0.2652173913043478
1,297.7,308.1,2189,15.6,186,0,No Failure,10.400000000000034,34148.4,0.08342245989304813
0,297.8,308.3,1435,50.1,189,0,No Failure,10.5,71893.5,0.2636842105263158
2,297.9,308.4,1637,34.5,191,0,No Failure,10.5,56476.5,0.1796875
0,298.0,308.5,1664,28.3,196,0,No Failure,10.5,47091.200000000004,0.14365482233502538
1,298.0,308.5,1666,31.0,198,0,No Failure,10.5,51646.0,0.15577889447236182
0,298.0,308.5,1404,46.6,201,0,No Failure,10.5,65426.4,0.2306930693069307
0,298.0,308.5,1702,26.7,203,0,No Failure,10.5,45443.4,0.13088235294117648
0,298.1,308.6,1439,44.9,205,0,No Failure,10.5,64611.1,0.21796116504854368
0,298.1,308.6,1354,53.9,207,1,Overstrain Failure,10.5,72980.59999999999,0.25913461538461535
1,298.2,308.7,1361,44.2,0,0,No Failure,10.5,60156.200000000004,44.2
1,298.1,308.5,1463,45.9,3,0,No Failure,10.399999999999977,67151.7,11.475
2,298.1,308.4,1515,43.8,6,0,No Failure,10.299999999999955,66357.0,6.257142857142857
0,298.0,308.4,1432,46.2,11,0,No Failure,10.399999999999977,66158.40000000001,3.85
0,298.0,308.4,1911,22.0,13,0,No Failure,10.399999999999977,42042.0,1.5714285714285714
0,298.0,308.4,1472,42.0,15,0,No Failure,10.399999999999977,61824.0,2.625
1,298.1,308.5,1382,54.5,17,0,No Failure,10.399999999999977,75319.0,3.0277777777777777
0,298.1,308.5,1665,29.6,20,0,No Failure,10.399999999999977,49284.0,1.4095238095238096
0,298.1,308.5,1676,30.5,22,0,No Failure,10.399999999999977,51118.0,1.326086956521739
1,298.0,308.5,1585,33.0,24,0,No Failure,10.5,52305.0,1.32
1,298.1,308.6,1415,46.3,27,0,No Failure,10.5,65514.49999999999,1.6535714285714285
0,298.1,308.7,1341,55.7,30,0,No Failure,10.599999999999966,74693.7,1.7967741935483872
0,298.2,308.8,1540,34.8,32,0,No Failure,10.600000000000023,53591.99999999999,1.0545454545454545
2,298.2,308.8,1837,28.4,34,0,No Failure,10.600000000000023,52170.799999999996,0.8114285714285714
0,298.2,308.8,1498,36.0,39,0,No Failure,10.600000000000023,53928.0,0.9
0,298.1,308.7,1671,28.8,41,0,No Failure,10.599999999999966,48124.8,0.6857142857142857
0,298.0,308.6,1430,57.0,43,0,No Failure,10.600000000000023,81510.0,1.2954545454545454
0,298.0,308.7,1619,40.1,45,0,No Failure,10.699999999999989,64921.9,0.8717391304347827
1,298.0,308.7,1430,51.9,47,0,No Failure,10.699999999999989,74217.0,1.08125
0,298.0,308.6,1626,33.3,50,0,No Failure,10.600000000000023,54145.799999999996,0.6529411764705881
0,298.0,308.7,1443,49.3,52,0,No Failure,10.699999999999989,71139.9,0.9301886792452829
0,298.0,308.6,1481,42.5,54,0,No Failure,10.600000000000023,62942.5,0.7727272727272727
1,298.1,308.7,1527,43.0,56,0,No Failure,10.599999999999966,65661.0,0.7543859649122807
1,298.1,308.7,1315,56.8,59,0,No Failure,10.599999999999966,74692.0,0.9466666666666667
1,298.1,308.8,1433,48.2,62,0,No Failure,10.699999999999989,69070.6,0.7650793650793651
1,298.1,308.8,1378,53.5,65,0,No Failure,10.699999999999989,73723.0,0.8106060606060606
0,298.1,308.8,1432,43.4,68,0,No Failure,10.699999999999989,62148.799999999996,0.6289855072463768
1,298.1,308.8,1394,47.9,70,0,No Failure,10.699999999999989,66772.59999999999,0.6746478873239437
2,298.0,308.8,1411,53.8,73,0,No Failure,10.800000000000011,75911.8,0.727027027027027
0,298.1,308.9,2136,15.9,78,0,No Failure,10.799999999999955,33962.4,0.20126582278481014
1,298.2,309.0,1446,45.8,80,0,No Failure,10.800000000000011,66226.8,0.5654320987654321
2,298.1,308.9,1388,53.5,83,0,No Failure,10.799999999999955,74258.0,0.6369047619047619
1,298.1,308.9,1323,51.7,88,0,No Failure,10.799999999999955,68399.1,0.5808988764044944
0,298.2,309.0,1780,29.3,91,0,No Failure,10.800000000000011,52154.0,0.3184782608695652
1,298.1,308.8,1434,41.8,93,0,No Failure,10.699999999999989,59941.2,0.44468085106382976
1,298.0,308.7,1494,42.6,96,0,No Failure,10.699999999999989,63644.4,0.43917525773195876
2,298.0,308.7,1536,39.6,99,0,No Failure,10.699999999999989,60825.600000000006,0.396
1,298.0,308.7,1392,53.4,104,0,No Failure,10.699999999999989,74332.8,0.5085714285714286
2,298.2,309.0,1360,56.8,107,0,No Failure,10.800000000000011,77248.0,0.5259259259259259
0,298.4,309.2,1583,35.4,112,0,No Failure,10.800000000000011,56038.2,0.31327433628318585
0,298.5,309.2,1983,20.2,114,0,No Failure,10.699999999999989,40056.6,0.17565217391304347
0,298.5,309.3,1630,33.3,116,0,No Failure,10.800000000000011,54278.99999999999,0.2846153846153846
1,298.5,309.3,1692,26.7,118,0,No Failure,10.800000000000011,45176.4,0.22436974789915967
0,298.4,309.1,1417,40.6,121,0,No Failure,10.700000000000045,57530.200000000004,0.33278688524590166
0,298.4,309.1,1579,36.1,123,0,No Failure,10.700000000000045,57001.9,0.2911290322580645
1,298.4,309.2,1399,45.2,125,0,No Failure,10.800000000000011,63234.8,0.35873015873015873
1,298.4,309.2,1414,46.4,128,0,No Failure,10.800000000000011,65609.59999999999,0.35968992248062015
0,298.5,309.3,1570,40.1,131,0,No Failure,10.800000000000011,62957.0,0.3037878787878788
1,298.5,309.3,1552,36.8,133,0,No Failure,10.800000000000011,57113.6,0.2746268656716418
0,298.6,309.4,1440,48.2,136,0,No Failure,10.799999999999955,69408.0,0.3518248175182482
1,298.6,309.4,1460,43.8,138,0,No Failure,10.799999999999955,63947.99999999999,0.3151079136690647
0,298.6,309.4,1471,48.0,141,0,No Failure,10.799999999999955,70608.0,0.3380281690140845
0,298.6,309.3,1702,27.6,143,0,No Failure,10.699999999999989,46975.200000000004,0.19166666666666668
0,298.6,309.4,1375,55.4,145,0,No Failure,10.799999999999955,76175.0,0.37945205479452054
0,298.6,309.4,1698,33.2,147,0,No Failure,10.799999999999955,56373.600000000006,0.22432432432432434
2,298.6,309.4,1439,47.1,149,0,No Failure,10.799999999999955,67776.90000000001,0.314
1,298.6,309.4,1774,27.5,154,0,No Failure,10.799999999999955,48785.0,0.1774193548387097
1,298.7,309.4,1375,48.3,157,0,No Failure,10.699999999999989,66412.5,0.30569620253164553
0,298.7,309.5,1446,40.0,160,0,No Failure,10.800000000000011,57840.0,0.2484472049689441
1,298.7,309.6,1455,46.8,162,0,No Failure,10.900000000000034,68094.0,0.2871165644171779
0,298.8,309.6,1523,41.9,165,0,No Failure,10.800000000000011,63813.7,0.2524096385542169
1,298.8,309.6,1692,31.9,167,0,No Failure,10.800000000000011,53974.799999999996,0.18988095238095237
1,298.8,309.6,1693,33.3,170,0,No Failure,10.800000000000011,56376.899999999994,0.19473684210526315
0,298.8,309.6,1890,24.0,173,0,No Failure,10.800000000000011,45360.0,0.13793103448275862
2,298.9,309.6,1600,33.5,175,0,No Failure,10.700000000000045,53600.0,0.1903409090909091
1,298.9,309.6,1434,43.8,180,0,No Failure,10.700000000000045,62809.2,0.24198895027624306
0,298.9,309.6,1365,50.9,183,0,No Failure,10.700000000000045,69478.5,0.2766304347826087
2,298.8,309.6,1309,57.4,185,0,No Failure,10.800000000000011,75136.59999999999,0.3086021505376344
2,298.9,309.6,1546,35.3,190,0,No Failure,10.700000000000045,54573.799999999996,0.18481675392670155
0,298.9,309.6,1663,33.7,195,0,No Failure,10.700000000000045,56043.100000000006,0.1719387755102041
0,298.9,309.6,1589,34.2,197,0,No Failure,10.700000000000045,54343.8,0.17272727272727273
1,298.9,309.6,1472,46.0,199,0,No Failure,10.700000000000045,67712.0,0.23
0,298.9,309.6,1583,39.8,202,0,No Failure,10.700000000000045,63003.399999999994,0.1960591133004926
1,298.9,309.6,1567,34.5,204,0,No Failure,10.700000000000045,54061.5,0.16829268292682928
0,298.9,309.7,1407,41.9,207,0,No Failure,10.800000000000011,58953.299999999996,0.2014423076923077
1,299.0,309.7,1418,44.7,209,0,No Failure,10.699999999999989,63384.600000000006,0.21285714285714288
1,299.0,309.7,1489,40.7,212,0,No Failure,10.699999999999989,60602.3,0.19107981220657277
0,299.1,309.9,1586,36.6,215,0,No Failure,10.799999999999955,58047.600000000006,0.16944444444444445
0,299.1,309.8,1398,55.4,217,1,Overstrain Failure,10.699999999999989,77449.2,0.25412844036697246
0,299.2,309.9,1516,41.4,219,0,No Failure,10.699999999999989,62762.4,0.18818181818181817
2,299.3,310.0,1373,44.8,221,0,No Failure,10.699999999999989,61510.399999999994,0.2018018018018018
1,299.2,310.0,1349,50.4,226,0,No Failure,10.800000000000011,67989.59999999999,0.22202643171806166
2,299.1,309.9,1443,40.3,0,0,No Failure,10.799999999999955,58152.899999999994,40.3
2,299.2,310.1,1542,36.1,5,0,No Failure,10.900000000000034,55666.200000000004,6.016666666666667
0,299.2,310.1,1534,37.7,10,0,No Failure,10.900000000000034,57831.8,3.4272727272727277
0,299.2,310.2,1697,30.6,12,0,No Failure,11.0,51928.200000000004,2.353846153846154
0,299.3,310.3,1396,47.4,14,0,No Failure,11.0,66170.4,3.1599999999999997
0,299.3,310.2,1495,49.2,16,0,No Failure,10.899999999999977,73554.0,2.894117647058824
1,299.2,310.3,1551,44.8,18,0,No Failure,11.100000000000023,69484.79999999999,2.357894736842105
0,299.2,310.3,1440,47.0,21,0,No Failure,11.100000000000023,67680.0,2.1363636363636362
0,299.2,310.3,1429,40.1,23,0,No Failure,11.100000000000023,57302.9,1.6708333333333334
2,299.3,310.4,1548,41.6,25,0,No Failure,11.099999999999966,64396.8,1.6
0,299.3,310.5,1505,38.8,30,0,No Failure,11.199999999999989,58393.99999999999,1.2516129032258063
0,299.2,310.4,1611,36.4,32,0,No Failure,11.199999999999989,58640.399999999994,1.103030303030303
1,299.2,310.4,1502,39.8,34,0,No Failure,11.199999999999989,59779.6,1.137142857142857
1,299.2,310.4,1504,43.3,37,0,No Failure,11.199999999999989,65123.2,1.1394736842105262
0,299.1,310.3,1449,40.7,40,0,No Failure,11.199999999999989,58974.3,0.9926829268292684
0,299.0,310.2,1575,37.8,42,0,No Failure,11.199999999999989,59534.99999999999,0.8790697674418604
1,299.0,310.2,1598,33.4,44,0,No Failure,11.199999999999989,53373.2,0.7422222222222222
0,299.0,310.1,1416,45.9,47,0,No Failure,11.100000000000023,64994.4,0.9562499999999999
0,299.0,310.2,1682,28.8,49,0,No Failure,11.199999999999989,48441.6,0.5760000000000001
0,298.9,310.1,1341,54.5,51,0,No Failure,11.200000000000045,73084.5,1.0480769230769231
0,298.9,310.1,1523,39.1,53,0,No Failure,11.200000000000045,59549.3,0.7240740740740741
0,299.0,310.1,1580,41.9,55,0,No Failure,11.100000000000023,66202.0,0.7482142857142857
0,299.0,310.1,1531,36.0,57,0,No Failure,11.100000000000023,55116.0,0.6206896551724138
0,299.0,310.1,1375,48.9,59,0,No Failure,11.100000000000023,67237.5,0.815
1,298.9,310.1,1484,40.4,61,0,No Failure,11.200000000000045,59953.6,0.6516129032258065
1,299.0,310.2,1657,32.3,64,0,No Failure,11.199999999999989,53521.1,0.49692307692307686
0,299.0,310.2,1494,40.6,67,0,No Failure,11.199999999999989,60656.4,0.5970588235294118
2,299.0,310.3,1658,27.6,69,0,No Failure,11.300000000000011,45760.8,0.3942857142857143
0,299.1,310.3,1411,42.1,74,0,No Failure,11.199999999999989,59403.1,0.5613333333333334
1,299.2,310.4,1395,55.4,76,0,No Failure,11.199999999999989,77283.0,0.7194805194805195
0,299.1,310.4,1550,43.9,79,0,No Failure,11.299999999999955,68045.0,0.54875
1,299.1,310.3,1233,59.0,81,0,No Failure,11.199999999999989,72747.0,0.7195121951219512
0,299.1,310.3,1459,46.7,84,0,No Failure,11.199999999999989,68135.3,0.5494117647058824
2,299.1,310.4,1405,53.6,86,0,No Failure,11.299999999999955,75308.0,0.6160919540229886
0,299.2,310.5,1458,44.1,91,0,No Failure,11.300000000000011,64297.8,0.47934782608695653
0,299.2,310.5,1384,48.7,93,0,No Failure,11.300000000000011,67400.8,0.5180851063829788
0,299.2,310.5,1705,29.5,95,0,No Failure,11.300000000000011,50297.5,0.3072916666666667
0,299.3,310.6,1443,45.7,97,0,No Failure,11.300000000000011,65945.1,0.46632653061224494
1,299.3,310.6,1609,31.4,99,0,No Failure,11.300000000000011,50522.6,0.314
0,299.3,310.5,1818,26.0,102,0,No Failure,11.199999999999989,47268.0,0.2524271844660194
1,299.3,310.6,1457,42.1,104,0,No Failure,11.300000000000011,61339.700000000004,0.40095238095238095
0,299.3,310.6,1480,45.1,107,0,No Failure,11.300000000000011,66748.0,0.4175925925925926
0,299.4,310.8,1424,47.7,109,0,No Failure,11.400000000000034,67924.8,0.43363636363636365
1,299.4,310.8,1628,40.2,111,0,No Failure,11.400000000000034,65445.600000000006,0.35892857142857143
1,299.5,310.8,1754,31.3,114,0,No Failure,11.300000000000011,54900.200000000004,0.27217391304347827
0,299.6,310.9,1716,28.5,117,0,No Failure,11.299999999999955,48906.0,0.24152542372881355
1,299.5,310.9,1378,48.7,119,0,No Failure,11.399999999999977,67108.6,0.4058333333333334
0,299.6,311.0,1708,31.0,122,0,No Failure,11.399999999999977,52948.0,0.25203252032520324
0,299.6,311.0,1430,38.3,124,0,No Failure,11.399999999999977,54768.99999999999,0.30639999999999995
1,299.7,311.2,1560,43.9,126,0,No Failure,11.5,68484.0,0.34566929133858265
0,299.6,311.1,1679,30.7,129,0,No Failure,11.5,51545.299999999996,0.23615384615384616
0,299.6,311.1,1521,37.2,131,0,No Failure,11.5,56581.200000000004,0.28181818181818186
1,299.6,311.1,1649,33.8,133,0,No Failure,11.5,55736.2,0.25223880597014925
1,299.5,311.0,1451,43.3,136,0,No Failure,11.5,62828.299999999996,0.3160583941605839
0,299.4,310.8,1391,48.9,139,0,No Failure,11.400000000000034,68019.9,0.34928571428571425
